age,allowedregion,contact,degree,education,educationtype,examtype,experience,gradebenifit,introduction,level,major,others,party,position,race,recruit,region,sex,site,specialposition,system,workplace
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,基层一线执法人员，需参加各种突击检查,县级,会计与审计类、统计学类,杨先生0592-5318525,不限,14 同安区地税局稽查局科员,不限,1,省直,男,同安区,否,地税系统,14430 厦门市地方税务局
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,基层一线执法人员，需参加各种突击检查,县级,法学类、财政金融类,杨先生0592-5318525,不限,15 同安区地税局稽查局科员,不限,1,省直,男,同安区,否,地税系统,14430 厦门市地方税务局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线税收征管人员,县级,中国语言文学类、经济贸易类,杨先生0592-5318525,不限,16 同安区地税局基层税收征管科员,不限,1,省直,不限,同安区,否,地税系统,14430 厦门市地方税务局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线税收征管人员,县级,工商管理类、法学类,杨先生0592-5318525,不限,17 同安区地税局基层税收征管科员,不限,1,省直,不限,同安区,否,地税系统,14430 厦门市地方税务局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线执法人员，需参加各种突击检查,县级,财政金融类、统计学类,杨先生0592-5318525,不限,18 同安区地税局稽查局科员,不限,1,省直,男,同安区,否,地税系统,14430 厦门市地方税务局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,法学类,郭女士0592-5095752,不限,05 思明区市场监督管理局梧村市场监督管理所科员,不限,1,厦门,不限,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,药学类、中药学类,郭女士0592-5095752,不限,06 湖里区市场监督管理局殿前市场监督管理所副主任科员,不限,1,厦门,男,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,药学类、中药学类,郭女士0592-5095752,不限,07 湖里区市场监督管理局殿前市场监督管理所副主任科员,不限,1,厦门,女,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线税收征管人员,县级,会计与审计类、法学类、教育学类,杨先生0592-5318525,不限,19 同安区地税局基层税收征管科员,不限,1,省直,不限,同安区,否,地税系统,14430 厦门市地方税务局
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,基层一线税收征管人员,县级,财政金融类、会计与审计类,杨先生0592-5318525,不限,20 同安区地税局基层税收征管科员,不限,2,省直,不限,同安区,否,地税系统,14430 厦门市地方税务局
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,食品科学与工程类、预防医学类,郭女士0592-5095752,不限,08 湖里区市场监督管理局禾山市场监督管理所副主任科员,不限,1,厦门,男,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,食品科学与工程类、预防医学类,郭女士0592-5095752,不限,09 湖里区市场监督管理局禾山市场监督管理所副主任科员,不限,1,厦门,女,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,不限,郭女士0592-5095752,不限,10 集美区市场监督管理局灌口市场监督管理所科员,不限,2,厦门,不限,厦门市,是,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,食品科学与工程类、预防医学类,郭女士0592-5095752,不限,11 集美区市场监督管理局集美市场监督管理所科员,不限,1,厦门,男,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,基层一线执法人员，需参加各种突击检查,县级,财政金融类、经济贸易类,杨先生0592-5318525,不限,21 翔安区地税局稽查局科员,不限,1,省直,男,翔安区,否,地税系统,14430 厦门市地方税务局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线执法人员，需参加各种突击检查,县级,会计与审计类、法学类,杨先生0592-5318525,不限,22 翔安区地税局稽查局科员,不限,1,省直,男,翔安区,否,地税系统,14430 厦门市地方税务局
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,基层一线税收征管人员,县级,法学类、财政金融类,杨先生0592-5318525,不限,23 翔安区地税局基层税收征管科员,不限,1,省直,不限,翔安区,否,地税系统,14430 厦门市地方税务局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线税收征管人员,县级,会计与审计类、法学类,杨先生0592-5318525,不限,24 翔安区地税局基层税收征管科员,不限,1,省直,不限,翔安区,否,地税系统,14430 厦门市地方税务局
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,食品科学与工程类、预防医学类,郭女士0592-5095752,不限,01 思明区市场监督管理局鹭江市场监督管理所副主任科员,不限,1,厦门,男,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,食品科学与工程类、预防医学类,郭女士0592-5095752,不限,12 集美区市场监督管理局集美市场监督管理所科员,不限,1,厦门,女,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,药学类、中药学类,郭女士0592-5095752,不限,13 海沧区市场监督管理局东孚市场监督管理所科员,不限,1,厦门,男,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,药学类、中药学类,郭女士0592-5095752,不限,14 海沧区市场监督管理局东孚市场监督管理所科员,不限,1,厦门,女,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,食品科学与工程类、预防医学类,郭女士0592-5095752,不限,02 思明区市场监督管理局鹭江市场监督管理所副主任科员,不限,1,厦门,女,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,化工与制药类、生物工程类,郭女士0592-5095752,不限,03 思明区市场监督管理局中华市场监督管理所副主任科员,不限,1,厦门,男,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,化工与制药类、生物工程类,郭女士0592-5095752,不限,04 思明区市场监督管理局中华市场监督管理所副主任科员,不限,1,厦门,女,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,不限,郭女士0592-5095752,不限,15 同安区市场监督管理局新民市场监督管理所科员,不限,1,厦门,不限,厦门市,是,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,食品科学与工程类、预防医学类,郭女士0592-5095752,不限,16 同安区市场监督管理局祥平市场监督管理所科员,不限,1,厦门,女,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,食品科学与工程类、预防医学类,郭女士0592-5095752,不限,17 同安区市场监督管理局祥平市场监督管理所科员,不限,1,厦门,男,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,食品科学与工程类、预防医学类,郭女士0592-5095752,不限,18 翔安区市场监督管理局新店市场监督管理所科员,不限,1,厦门,女,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事基层一线食品药品监管执法工作,市级,食品科学与工程类、预防医学类,郭女士0592-5095752,不限,19 翔安区市场监督管理局新店市场监督管理所科员,不限,1,厦门,男,厦门市,否,行政机关,14431 厦门市市场监督管理局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,两年基层工作经历,否,综合管理类，从事安全生产法规宣传教育、组织协调、综合性文字等工作,市级,法学类、中国语言文学类、新闻传播学类,郭女士0592-5095752,不限,01 办公室科员,不限,1,厦门,不限,厦门市,否,行政机关,14436 厦门市安全生产监督管理局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,两年基层工作经历,否,综合管理类，从事统计工作,市级,统计学类、经济贸易类,郭女士0592-5095752,不限,01 固定资产投资统计处科员,不限,1,厦门,不限,厦门市,否,行政机关,14437 厦门市统计局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,两年基层工作经历,否,综合管理类，从事人民防空工程综合管理,市级,土建类,郭女士0592-5095752,不限,01 工程处科员,不限,1,厦门,不限,厦门市,否,行政机关,14443 厦门市人民防空办公室
30周岁以下,全国,郭女士0592-5095752,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事基层一线执法,市级,监所管理类,符合人民警察录用条件；符合体检特殊标准（单侧裸眼视力低于4.8，不合格）,不限,01 二大队科员,不限,1,厦门,男,厦门市,否,戒毒系统,14446 福建省厦门司法强制隔离戒毒所
30周岁以下,全国,郭女士0592-5095752,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事基层一线执法,市级,监所管理类,符合人民警察录用条件；符合体检特殊标准（单侧裸眼视力低于4.8，不合格）,不限,02 三大队科员,不限,1,厦门,男,厦门市,否,戒毒系统,14446 福建省厦门司法强制隔离戒毒所
35周岁以下,全国,陈艺菲0596-2622068,不限,本科及以上,不限,B类,不限,否,专业技术类,县级,法医学类,符合人民警察录用条件、符合体检特殊标准。（单侧矫正视力低于5.0，不合格） ,不限,01 刑事侦查大队（法医职位）,不限,1,漳州,不限,漳浦县,否,公安系统,14807 漳浦县公安局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，指导基层人民调解工作,县级,法学类,郭女士0592-5095752,不限,01 基层工作科科员,不限,1,厦门,不限,同安区,否,行政机关,14311 厦门市同安区司法局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事财政财务管理工作,县级,财政金融类、会计与审计类,郭女士0592-5095752,不限,01 预算科科员,不限,1,厦门,男,同安区,否,行政机关,14312 厦门市同安区财政局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事财政财务管理工作,县级,财政金融类、会计与审计类,郭女士0592-5095752,不限,02 预算科科员,不限,1,厦门,女,同安区,否,行政机关,14312 厦门市同安区财政局
35周岁以下,本省,陈艺菲0596-2622068,不限,本科及以上,不限,B类,不限,否,专业技术类,县级,生物科学类、医学技术类,符合人民警察录用条件、符合体检特殊标准。（单侧矫正视力低于5.0，不合格） ,不限,02 刑事侦查大队（法医职位）,不限,1,漳州,不限,漳浦县,否,公安系统,14807 漳浦县公安局
30周岁以下,本省,陈艺菲0596-2622068,不限,本科及以上,不限,B类加考公安,不限,否,执法勤务类,县级,监所管理类,符合人民警察录用条件，符合体检特殊标准（单侧裸眼视力低于4.8，不合格） ,不限,03 基层科员,不限,1,漳州,不限,漳浦县,否,公安系统,14807 漳浦县公安局
35周岁以下,本省,,不限,本科及以上,不限,A类,不限,否,基层一线执法,县级,监所管理类,郑俊惠0596-3221096,不限,01 赤岭司法所科员,不限,1,漳州,不限,漳浦县,否,行政机关,14811 漳浦县司法局
30周岁以下,本省,陈艺菲0596-2622068,不限,本科及以上,不限,A类加考公安,不限,是,执法勤务类,县级,法学类,符合人民警察录用条件，符合体检特殊标准（单侧裸眼视力低于4.8，不合格） 最低服务年限5年,不限,01 基层科员,不限,1,漳州,不限,云霄县,否,公安系统,14907 云霄县公安局
30周岁以下,本省,陈艺菲0596-2622068,不限,本科及以上,不限,B类加考公安,不限,是,执法勤务类,县级,计算机科学与技术类,符合人民警察录用条件，符合体检特殊标准（单侧裸眼视力低于4.8，不合格） 最低服务年限5年,不限,02 基层科员,不限,1,漳州,男,云霄县,否,公安系统,14907 云霄县公安局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,行政执法类，从事审计业务工作,县级,会计与审计类,郭女士0592-5095752,不限,01 审计业务科科员,不限,1,厦门,不限,同安区,否,行政机关,14326 厦门市同安区审计局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,两年基层工作经历,否,行政执法类，从事查处各类价格违法行为，承办价格执法等工作，需经常到经营现场执法,市级,财政金融类、会计与审计类、公共管理类,郭女士0592-5095752,不限,01 价格监督检查与反垄断局综合科科员,不限,1,厦门,不限,厦门市,否,行政机关,14402 厦门市发展和改革委员会
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,两年基层工作经历,否,综合管理类，从事受理和查处价格投诉举报，价格纠纷调解等工作,市级,法学类,郭女士0592-5095752,不限,02 价格监督检查与反垄断局检查一科科员,不限,1,厦门,不限,厦门市,否,行政机关,14402 厦门市发展和改革委员会
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,两年基层工作经历,否,综合管理类，从事对列入成本监审目录的商品和服务价格实施定调价成本监审等工作,市级,会计与审计类,郭女士0592-5095752,不限,03 价格监测和成本监审局科员,不限,1,厦门,不限,厦门市,否,行政机关,14402 厦门市发展和改革委员会
30周岁以下,本省,陈艺菲0596-2622068,不限,本科及以上,不限,A类加考公安,不限,是,执法勤务类,县级,公安技术类,符合人民警察录用条件，符合体检特殊标准（单侧裸眼视力低于4.8，不合格） 最低服务年限5年,不限,01 基层科员,不限,1,漳州,男,诏安县,否,公安系统,15007 诏安县公安局
30周岁以下,本省,陈艺菲0596-2622068,不限,本科及以上,不限,B类加考公安,不限,是,执法勤务类,县级,监所管理类,符合人民警察录用条件，符合体检特殊标准（单侧裸眼视力低于4.8，不合格） 最低服务年限5年,不限,02 基层科员,不限,1,漳州,女,诏安县,否,公安系统,15007 诏安县公安局
35周岁以下,本省,陈艺菲0596-2622068,不限,本科及以上,不限,B类,不限,是,专业技术类,县级,法医学类,符合人民警察录用条件，符合体检特殊标准（单侧矫正视力低于5.0，不合格） 最低服务年限5年,不限,03 刑事侦查大队（法医职位）,不限,1,漳州,不限,诏安县,否,公安系统,15007 诏安县公安局
30周岁以下,本省,陈艺菲0596-2622068,不限,本科及以上,不限,A类,不限,是,综合管理类 ,县级,会计与审计类,符合人民警察录用条件，符合体检特殊标准（单侧裸眼视力低于4.8，不合格） 最低服务年限5年,不限,04 交通警察大队科员,不限,1,漳州,不限,诏安县,否,公安系统,15007 诏安县公安局
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,两年基层工作经历,否,综合管理类，从事工业和信息化行业管理相关政策法规工作,市级,法学类,郭女士0592-5095752,不限,01 综合法规处副主任科员,不限,1,厦门,不限,厦门市,否,行政机关,14403 厦门市经济和信息化局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,两年基层工作经历,否,综合管理类，从事学校基建修缮等建设管理工作，需经常下工地、加班,市级,土建类,郭女士0592-5095752,不限,01 发展规划处科员,不限,1,厦门,男,厦门市,否,行政机关,14404 厦门市教育局
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,两年基层工作经历,否,综合管理类，从事学校基建修缮等建设管理工作，需经常下工地、加班,市级,土建类,郭女士0592-5095752,不限,02 发展规划处科员,不限,1,厦门,女,厦门市,否,行政机关,14404 厦门市教育局
35周岁以下,本省,李燕红0596-6093319,不限,大专及以上,不限,A类,不限,是,基层一线执法,县级,法学类,最低服务年限5年,不限,01 官陂司法所科员,不限,1,漳州,不限,诏安县,否,行政机关,15011 诏安县司法局
35周岁以下,本省,李燕红0596-6093319,学士或以上学位,本科及以上,不限,B类,不限,是,基层一线执法、夜班执勤,县级,药学类,最低服务年限5年,不限,01 市场监督管理大队科员,不限,1,漳州,不限,诏安县,否,行政机关,15031 诏安县市场监督管理局
35周岁以下,本设区市,李燕红0596-6093319,学士或以上学位,本科及以上,不限,B类,不限,是,基层一线执法、夜班执勤,县级,机械类,最低服务年限5年,不限,02 霞葛市场监督管理所科员,不限,1,漳州,不限,诏安县,否,行政机关,15031 诏安县市场监督管理局
35周岁以下,本省,,不限,本科及以上,不限,A类,不限,否,从事综合文字工作,县级,中国语言文学类、经济贸易类,林女士0596-7822639,不限,01 综合股科员,不限,1,漳州,不限,南靖县,否,行政机关,15202 南靖县发展和改革局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线执法,县级,法学类,林女士0596-7822639,不限,01 书洋司法所科员,不限,1,漳州,男,南靖县,否,行政机关,15211 南靖县司法局
35周岁以下,本省,李燕红0596-6093319,学士或以上学位,本科及以上,不限,B类,不限,是,基层一线执法、夜班执勤,县级,食品科学与工程类,最低服务年限5年,不限,03 梅岭市场监督管理所科员,不限,1,漳州,不限,诏安县,否,行政机关,15031 诏安县市场监督管理局
30周岁以下,本省,陈艺菲0596-2622068,不限,本科及以上,不限,B类加考公安,不限,否,执法勤务类,县级,电子商务、办公自动化技术、计算机办公自动化、计算机办公应用,符合人民警察录用条件、符合体检特殊标准。（单侧裸眼视力低于4.8，不合格） ,不限,01 指挥中心科员,不限,1,漳州,不限,东山县,否,公安系统,15107 东山县公安局
35周岁以下,本省,陈艺菲0596-2622068,不限,大专及以上,不限,B类,不限,否,专业技术类,县级,法医学类、临床医学,符合人民警察录用条件、符合体检特殊标准。（单侧矫正视力低于5.0，不合格） ,不限,02 刑事侦查大队（法医职位）,不限,1,漳州,不限,东山县,否,公安系统,15107 东山县公安局
30周岁以下,本省,陈艺菲0596-2622068,不限,本科及以上,不限,B类加考公安,不限,否,执法勤务类,县级,侦查（学），侦查管理，刑事侦查，经济犯罪侦查，经济侦查,符合人民警察录用条件、符合体检特殊标准。（单侧裸眼视力低于4.8，不合格） ,不限,03 经济犯罪侦查大队科员,不限,1,漳州,不限,东山县,否,公安系统,15107 东山县公安局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线执法,县级,法学类,林女士0596-7822639,不限,02 书洋司法所科员,不限,1,漳州,女,南靖县,否,行政机关,15211 南靖县司法局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事综合文字工作,县级,不限,林女士0596-7822639,不限,01 办公室科员,不限,1,漳州,不限,南靖县,否,行政机关,15213 南靖县人力资源和社会保障局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事综合文字工作,县级,中国语言文学类,林女士0596-7822639,不限,01 办公室科员,不限,1,漳州,不限,南靖县,否,行政机关,15214 南靖县国土资源局
35周岁以下,本省,,不限,本科及以上,不限,A类,不限,否,从事交通工程工作,县级,土建类、交通运输综合管理类,林女士0596-7822639,不限,01 建设管理股科员,不限,1,漳州,不限,南靖县,否,行政机关,15217 南靖县交通运输局
35周岁以下,本省,林女士0596-7822639,学士或以上学位,本科及以上,不限,A类,不限,否,从事法制管理工作 ,县级,法学类,通过国家司法考试,不限,01 法制科科员,不限,1,漳州,不限,南靖县,否,行政机关,15201 南靖县人民政府办公室
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事综合文字工作,县级,中国语言文学类,林女士0596-7822639,不限,02 综合科科员,不限,1,漳州,男,南靖县,否,行政机关,15201 南靖县人民政府办公室
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事综合文字工作,县级,中国语言文学类,林女士0596-7822639,不限,03 综合科科员,不限,1,漳州,女,南靖县,否,行政机关,15201 南靖县人民政府办公室
35周岁以下,本省,,不限,本科及以上,不限,A类,不限,否,从事综合管理工作,县级,植物生产类,林女士0596-7822639,不限,01 办公室科员,不限,1,漳州,不限,南靖县,否,行政机关,15218 南靖县农业局
30周岁以下,本省,林女士0596-7822639,不限,大专及以上,不限,A类加考公安,不限,否,执法勤务类,县级,不限,符合人民警察录用条件、符合体检特殊标准。（单侧裸眼视力低于4.8，不合格） ,不限,01 基层科员,不限,1,漳州,男,南靖县,是,公安系统,15219 南靖县公安局森林分局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事基层审计工作,县级,会计与审计类、财政金融类、土建类,林女士0596-7822639,不限,01 投资经贸审计股科员,不限,1,漳州,不限,南靖县,否,行政机关,15226 南靖县审计局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事基层审计工作,县级,会计与审计类、财政金融类,林女士0596-7822639,不限,02 经济责任审计股科员,不限,1,漳州,不限,南靖县,否,行政机关,15226 南靖县审计局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线执法,县级,工商管理类、机械类、能源动力类,林女士0596-7822639,不限,01 书洋市场监督管理所科员,不限,1,漳州,不限,南靖县,否,行政机关,15231 南靖县市场监督管理局
35周岁以下,本省,,不限,大专及以上,不限,A类,不限,否,基层一线执法,县级,不限,林女士0596-7822639,不限,02 梅林市场监督管理所科员,不限,1,漳州,不限,南靖县,是,行政机关,15231 南靖县市场监督管理局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事旅游宣传及管理工作,县级,旅游餐饮类、新闻传播学类、中国语言文学类、计算机多媒体技术类,林女士0596-7822639,不限,01 办公室科员,不限,1,漳州,不限,南靖县,否,行政机关,15238 南靖县旅游局
30周岁以下,本省,陈艺菲0596-2622068,学士或以上学位,本科及以上,不限,B类加考公安,不限,是,执法勤务类,县级,公安学类,符合人民警察录用条件，符合体检特殊标准（单侧裸眼视力低于4.8，不合格） 最低服务年限5年,不限,01 基层派出所科员,不限,1,漳州,男,平和县,否,公安系统,15307 平和县公安局
30周岁以下,本省,陈艺菲0596-2622068,学士或以上学位,本科及以上,不限,A类加考公安,不限,是,执法勤务类,县级,法学类,符合人民警察录用条件，符合体检特殊标准（单侧裸眼视力低于4.8，不合格） 最低服务年限5年,不限,02 基层派出所科员,不限,1,漳州,男,平和县,否,公安系统,15307 平和县公安局
30周岁以下,本省,陈艺菲0596-2622068,学士或以上学位,本科及以上,不限,B类加考公安,不限,是,执法勤务类,县级,计算机专门应用类,符合人民警察录用条件，符合体检特殊标准（单侧裸眼视力低于4.8，不合格） 最低服务年限5年,不限,03 基层派出所科员,不限,1,漳州,男,平和县,否,公安系统,15307 平和县公安局
30周岁以下,本省,陈艺菲0596-2622068,学士或以上学位,本科及以上,不限,A类,不限,是,综合管理类 ,县级,财政金融类,符合人民警察录用条件，符合体检特殊标准（单侧裸眼视力低于4.8，不合格） 最低服务年限5年,不限,04 经济犯罪侦查大队科员,不限,1,漳州,不限,平和县,否,公安系统,15307 平和县公安局
35周岁以下,本省,詹淑女0596-7363015,学士或以上学位,本科及以上,不限,A类,不限,否,从事法律事务工作,县级,法学类,最低服务年限5年,不限,01 法制办科员,不限,1,漳州,不限,华安县,否,行政机关,15501 华安县人民政府办公室
35周岁以下,本省,詹淑女0596-7363015,学士或以上学位,本科及以上,不限,A类,不限,否,从事人秘工作,县级,中国语言文学类,最低服务年限5年,不限,02 人秘股科员,不限,1,漳州,不限,华安县,否,行政机关,15501 华安县人民政府办公室
30周岁以下,本省,陈艺菲0596-2622068,不限,本科及以上,不限,B类加考公安,不限,否,执法勤务类,县级,公安学类,符合人民警察录用条件，符合体检特殊标准（单侧裸眼视力低于4.8，不合格） 最低服务年限5年,不限,01 基层科员,不限,1,漳州,男,华安县,否,公安系统,15507 华安县公安局
35周岁以下,本省,陈树福0596-5213318,不限,大专及以上,不限,A类,不限,是,基层一线执法,县级,不限,最低服务年限5年,不限,01 安厚司法所科员,不限,1,漳州,不限,平和县,是,行政机关,15311 平和县司法局
35周岁以下,本省,陈树福0596-5213318,不限,本科及以上,不限,A类,不限,是,基层一线执法,县级,监所管理类、法学类、公安学类,最低服务年限5年,不限,02 长乐司法所科员,不限,1,漳州,不限,平和县,否,行政机关,15311 平和县司法局
30周岁以下,本省,陈树福0596-5213318,不限,本科及以上,不限,A类,不限,是,综合管理类,县级,中国语言文学类,符合人民警察录用条件，符合体检特殊标准（单侧裸眼视力低于4.8，不合格） 最低服务年限5年,不限,01 基层科员,不限,1,漳州,男,平和县,否,公安系统,15319 平和县公安局森林分局
30周岁以下,本省,翁先生 0591-87020030,学士或以上学位,本科及以上,不限,B类,不限,否,从事罪犯教育改造工作,省级,计算机网络技术类,符合人民警察录用条件，符合体检特殊标准(单侧裸眼视力低于4.8，不合格)；录用后暂在省内其他监狱工作，待福建省翔安监狱筹建完成后回招考单位工作。,不限,08 科员08,不限,1,省直,男,厦门市,否,监狱系统,10091 福建省翔安监狱
30周岁以下,本省,翁先生 0591-87020030,学士或以上学位,本科及以上,不限,B类,不限,否,从事罪犯教育改造工作,省级,不限,符合人民警察录用条件，符合体检特殊标准(单侧裸眼视力低于4.8，不合格)；录用后暂在省内其他监狱工作，待福建省翔安监狱筹建完成后回招考单位工作。,不限,09 科员09,不限,1,省直,男,厦门市,是,监狱系统,10091 福建省翔安监狱
35周岁以下,本省,陈 0591-87564260,学士或以上学位,本科及以上,不限,A类,不限,否,从事办公室文字综合工作,县级,财政金融类、会计与审计类、经济贸易类、统计学类、中国语言文学类,无,不限,01 科员,不限,1,福州,不限,鼓楼区,否,行政机关,10101 福州市鼓楼区财政局
35周岁以下,全国,陈艺菲0596-2622068,不限,大专及以上,不限,B类,不限,否,专业技术类,县级,法医学类,符合人民警察录用条件，符合体检特殊标准（单侧矫正视力低于5.0，不合格） 最低服务年限5年,不限,02 刑事侦查大队（法医职位）,不限,2,漳州,男,华安县,否,公安系统,15507 华安县公安局
30周岁以下,本省,陈艺菲0596-2622068,不限,本科及以上,不限,A类加考公安,不限,否,执法勤务类,县级,法学类,符合人民警察录用条件，符合体检特殊标准（单侧裸眼视力低于4.8，不合格） 最低服务年限5年,不限,03 基层科员,不限,1,漳州,女,华安县,否,公安系统,15507 华安县公安局
35周岁以下,本省,詹淑女0596-7363015,学士或以上学位,本科及以上,不限,A类,不限,否,从事社区矫正人员监管及调解工作,县级,法学类,最低服务年限5年,不限,01 马坑司法所科员,不限,1,漳州,不限,华安县,否,行政机关,15511 华安县司法局
35周岁以下,本省,陈 0591-87564260,学士或以上学位,本科及以上,不限,A类,不限,否,从事基层一线执法工作,县级,不限,无,不限,01 科员,不限,1,福州,男,鼓楼区,否,行政机关,10102 福州市鼓楼区市场监督管理局
35周岁以下,本省,陈 0591-87564260,学士或以上学位,本科及以上,不限,A类,不限,否,从事基层一线执法工作,县级,不限,无,不限,02 科员,不限,1,福州,女,鼓楼区,否,行政机关,10102 福州市鼓楼区市场监督管理局
35周岁以下,本省,陈 0591-87564260,学士或以上学位,本科及以上,不限,A类,不限,否,从事基层一线食品药品监督执法工作,县级,药学类,无,不限,03 鼓东市场监督管理所科员,不限,1,福州,不限,鼓楼区,否,行政机关,10102 福州市鼓楼区市场监督管理局
